2050111005,서울특별시교육청고척도서관,서울특별시 구로구 고척로45길 31 (고척동),고척로45길 31  (고척동),02-2680-2415,02-2616-2403,http://gclib.sen.go.kr,"평일 : 09:00~22:00, 주말 : 09:00~17:00  (장시간 개관 자료실 기준)","둘째, 넷째 수요일"
2050111006,서울특별시교육청구로도서관,서울특별시 구로구 공원로 15 (구로동),15 (서울시립구로도서관),02-6958-2800,02-6958-2999,http://grlib.sen.go.kr,07(08):00-23(23):00,"1,3주 수요일, 일요일을 제외한 법정공휴일"
2050111007,서울특별시교육청남산도서관,서울특별시 용산구 소월로 109 (후암동),109 (남산도서관),02-754-7338,02-779-6546,http://nslib.sen.go.kr,07:00~23:00,"매월 첫째, 셋째 월요일"
2050111008,서울특별시교육청도봉도서관,서울특별시 도봉구 삼양로 556 (쌍문동),도봉도서관,02-6714-7400,02-991-3974,http://dblib.sen.go.kr,"종합자료실: 평일 09~22시, 주말 09~17시 어린이실, 디지털자료실: 평일 09~18시, 주말 09~17시, 자율학습실: 평일 7시(하절기)/8시(동절기)~23시, 주말 7시(하절기)/8시(동절기)~22시","둘째, 넷째 수요일"
2050111009,서울특별시교육청동대문도서관,서울특별시 동대문구 천호대로4길 22 (신설동),22 (동대문도서관),02-2170-1024,02-2233-3045,http://ddmlib.sen.go.kr,07:00~23:00,"매월 둘째, 넷째 수요일, 법정공휴일"
2050111010,서울특별시교육청동작도서관,서울특별시 동작구 장승배기로,94 (서울특별시립 동작도서관),02-823-6419,02-823-6511,http://djlib.sen.go.kr,07:00~23:00(동절기 08:00~23:00),"매월 둘째,넷째 금요일"
2050111011,서울특별시교육청서대문도서관,서울특별시 서대문구 모래내로 412 (연희동),412,02-6948-2115,02-6948-2119,http://sdmlib.sen.go.kr,"자율학습실 07:00～23:00(주말 07:00～22:00)/종합자료실 09:00～22:00, 어린이자료실 09:00～18:00, 디지털자료실 09:00～20:00(주말 09:00～17:00)","매월 첫째, 셋째 화요일"
2050111012,서울특별시교육청송파도서관,서울특별시 송파구 동남로 263,(오금동 51),02-3434-3333,02-404-7957,http://splib.sen.go.kr,07:00~23:00,"매월 2,4주 화요일"
2050111013,서울특별시교육청양천도서관,서울특별시 양천구 목동서로 113 (목동),서울특별시교육청양천도서관,02-2062-3925,02-2062-3949,http://yclib.sen.go.kr,"하절기 07:00~23:00, 동절기 08:00~23:00","매월 1, 3주 목요일 및 법정공휴일"
2050111014,서울특별시교육청용산도서관,서울특별시 용산구 두텁바위로 160 (후암동),160 (용산도서관),02-6902-7723,02-779-2563,http://yslib.sen.go.kr,"문헌정보실 : 평일 09:00~22:00, 토·일 09:00~17:00 / 디지털간행물실, 어린이실 : 평일 09:00~18:00, 토·일 09:00~17:00 / 자율학습실 : 평일 07:00~23:00, 주말 07:00~22:00","매월 둘째.넷째주 화요일,  법정 공휴일(일요일을 제외한 관공서 공휴일)"
2050111015,서울특별시교육청정독도서관,서울특별시 종로구 북촌로5길 48 (화동),48 (정독도서관),02-2011-5799,02-737-6943,http://jdlib.sen.go.kr,평일 7-23시,"1,3주 수요일"
2050111016,서울특별시교육청종로도서관,서울특별시 종로구 사직로9길 15-14 (사직동),종로도서관,02-721-0707,02-737-1707,http://jnlib.sen.go.kr,"어문학실, 인문사회과학실 09시~22시(평일), 09시~17시(주말) / 자연과학정보실 09시~20시(평일), 09시~17시(주말) / 인왕관 09시~18시(평일), 09시~17시(토)/ 자율학습실 07시~23시(3~10월 평일), 08시~23시(11~2월 평일), 주말은 22시까지 운영","정기휴관일(매월 둘째·넷째 월요일), 법정공휴일, 임시휴관일"
2050111017,서울특별시교육청고덕평생학습관,서울특별시 강동구 고덕로,295 (고덕평생학습관),02-6902-2600,02-6902-2680,http://gdllc.sen.go.kr,"07:00~23:00(3월~10월),08:00~23:00(11월~2월)","매월 둘째, 넷째 월요일"
2050111018,서울특별시교육청마포평생학습관,서울특별시 마포구 홍익로2길 16 (서교동),16 (마포평생학습관),02-2137-0000,02-323-1057,http://mpllc.sen.go.kr,"[자료실] 평일 09:00-18:00(문헌정보실은 22시), 주말 09:00-17:00 [자율학습실] 평일 07:00-23:00(동절기 08:00-23:00), 주말 07:00-22:00(동절기 08:00-22:00)",둘째 넷째 월요일
2050111019,서울특별시교육청마포평생학습관 아현분관,서울특별시 마포구 마포대로 224 (아현동),224 (마포평생학습관 아현분관),02-362-8785,02-393-1586,http://ahyon.sen.go.kr,07:00-22:00,"매월 2,4째주 월요일"
2050111020,서울특별시교육청영등포평생학습관,서울특별시 영등포구 버드나루로15길 10 (당산동),10 (영등포평생학습관),02-6712-7500,02-2636-1680,http://ydpllc.sen.go.kr,"자료실 : 평일 9~18시(문헌정보실은 22시), 주말 9~17시 / 학습실 : 11월~2월은 8시~23시(평일), 8시~22시(주말) 3월~10월은 7시~23시(평일), 7시~22시(주말)","매월 둘째, 넷째 월요일 및 일요일을 제외한 법정 공휴일"
2050111021,서울특별시교육청노원평생학습관,서울특별시 노원구 동일로204길 13 (중계동),노원평생학습관,02-979-1741,02-977-9182,http://nwllc.sen.go.kr,"[평일] 문헌정보실09:00~22:00, 어린이실,디지털실 09:00~18:00 [주말] 09:00~17:00","매월 둘째,넷째 월요일"
2050121001,부산광역시립시민도서관,부산광역시 부산진구 월드컵대로 462,(초읍동) 부산광역시립시민도서관,051-810-8200,051-817-3599,http://www.siminlib.go.kr,오전 07시 ~ 오후 23시,매월 마지막 주 월요일
2050121002,부산광역시립중앙도서관,부산광역시 중구 망양로193번길,146 (중앙도서관),051-2500-300,051-2500-390,http://joonganglib.busan.kr/,07:00~23:00,"공휴일(일요일제외), 매월1,2째주 월요일"
2050121003,부산광역시립중앙도서관수정분관,부산광역시 동구 홍곡로,53 (부산광역시립중앙도서관 수정분관),051-440-0300,051-467-4759,http://joonganglib.busan.kr/,07:00~23:00,"매월 첫째, 둘째 월요일"
2050121004,부산광역시립부전도서관,부산광역시 부산진구 동천로 79 (부전동),부산광역시립부전도서관,051-802-5901,051-803-5398,http://www.bjl.go.kr,07:00~23:00,"매월 3, 4주 월요일"
2050121005,부산광역시립반송도서관,부산광역시 해운대구 아랫반송로 22 (반송동),.,051-545-0102,051-545-0105,http://www.bansonglib.or.kr,07:00~22:00,"공휴일(일요일 제외) 및 매월 첫째,둘째 월요일"
2050121006,해운대도서관 우동분관,부산광역시 해운대구 우동1로,89,051-742-2167,051-744-0209,http://www.haeundaelib.or.kr,07:00~22:00,"매월 셋째주 월요일, 넷째주 월요일, 일요일을 제외한 국가공휴일"
2050121007,부산광역시립구덕도서관,부산광역시 서구 대신공원로,41 (부산광역시립구덕도서관),051-220-3800,051-220-3890,http://www.guducklib.kr,07:00-22:00,"매월 3.4주 월요일, 공휴일(일요일 제외)"
2050121008,부산광역시립서동도서관,부산광역시 금정구 서부로76번길 5 (서동),5 (부산광역시시립서동도서관),051-522-0456,051-522-2447,http://www.seodonglib.kr/,07 : 00 ~ 22 : 00,"매월3,4째 월요일, 국가공휴일, 관장이 지정한 날"
2050121009,부산광역시립구포도서관,부산광역시 북구 구포2동,백양대로 1016번다길 43(1139-1),051-330-6300,051-343-6191,http://www.gupolib.or.kr,07:00~23:00,"매월 첫째, 둘째 월요일,  국경일 및 정부지정 공휴일"
2050121010,부산광역시립사하도서관,부산광역시 사하구 승학로 247 (괴정동),부산광역시립사하도서관,051-203-0571,051-203-9243,http://www.sahalib.kr,07:00-23:00,"매월 1,2주월요일, 국가공휴일,기타관장이지정한 날"
2050121011,부산광역시립연산도서관,부산광역시 연제구 고분로191번길 16 (연산동),부산광역시립연산도서관,051-792-5400,051-792-5408,http://www.yeonsanlib.kr/,07:00~22:00,"매월 3,4주 월요일, 법정공휴일"
2050121012,부산광역시립명장도서관,부산광역시 동래구 명안로46번길 35 (명장동),명안로46번길 35,051-527-0582,051-526-1772,http://real.mjlib.kr,07:00 ~ 22:00,"매월 첫째, 둘째 월요일, 국경일 및 정부지정 공휴일"
2050121013,부산광역시립중앙도서관분관부산영어도서관,부산 부산진구,가야대로 734 부산글로벌빌리지 행정동 5층 (부전동),051-818-2800,051-818-2810,http://www.bel.go.kr,09:00 - 21:00,"1,2주 월요일, 공휴일(토,일요일 제외)"
2050121014,부산광역시립해운대도서관,부산광역시 해운대구 양운로 183 (좌동),183 (해운대도서관),051-709-0932,051-704-6622,http://www.haeundaelib.or.kr/,07:00~23:00,"매월 셋째주 월요일, 넷째주 월요일, 일요일을 제외한 국가공휴일"
2050122001,대구광역시립중앙도서관,대구광역시 중구 공평로10길 25 (동인동2가),공평로10길 25,053-231-2000,053-256-9972,http://www.tglnet.or.kr,07:00-22:00,"매월 둘째, 넷째 월요일, 관공서 공휴일"
2050122002,대구광역시립중앙도서관달성분관,대구광역시 중구 달성로21길 64 (달성동),(중앙도서관분관),053-231-2068,053-566-9970,http://www.tglnet.or.kr/center/dalsung,07:00-22:00,"둘째,넷째월요일, 관공서 공휴일"
2050122003,대구광역시립동부도서관,대구광역시 동구 신암북로11길 54 (신암동),신암북로 11길 54 (신암동),053-231-2200,053-231-2280,http://www.dongbu-lib.daegu.kr,07:00-22:00,"첫 번째, 세 번째 월요일"
2050122005,대구광역시립남부도서관,대구광역시 남구 앞산순환로 512 (대명동),앞산순환로 512,053-231-2301,053-653-6097,http://www.nbl.or.kr,07:00-22:00,"두번째 네번째 월요일, 일요일을 제외한 관공서의 공휴일"
2050122006,대구광역시립서부도서관,대구광역시 서구 국채보상로49길 12 (평리동),"12 (평리동, 서부도서관)",053-231-2400,053-561-1441,http://www.seobu-lib.daegu.kr,자료실 평일 : 09:00 ~ 19:00(어린이열람실 09:00 ~ 18:00)  토·일 : 09:00 ~ 17:00       열람실 : 07:00 ~ 22:00,"매월 둘째, 넷째 월요일"
2050122007,대구광역시립수성도서관,대구광역시 수성구 만촌로 151 (만촌동),151 (수성 도서관),053-231-2500,053-231-2519,http://www.suseong-lib.daegu.kr/,07:00~22:00,"매월 두번째, 네번째 월요일"
2050122008,대구광역시립북부도서관,대구광역시 북구 옥산로 75 (침산동),75 (북부도서관),053-231-2612,053-355-1506,http://www.bukbu-lib.daegu.kr,07:00~22:00,"매월 1, 3째 월요일, 국정 공휴일"
2050122009,대구광역시립두류도서관,대구광역시 달서구 공원순환로 8 (두류동),8 (두류도서관),053-231-2721,053-656-4061,http://www.duryu-lib.daegu.kr,"자료실 평일 09:00～19:00 (어린이열람실 09:00～18:00), 주말 09:00～17:00 //열람실 07:00～22:00","매월 첫 번째, 세 번째 월요일 및 국정공휴일"
2050122010,대구2.28기념학생도서관 (구 대봉도서관),대구광역시 동구 아양로41길 56 (신암동),대구2.28기념학생도서관,053-231-2822,053-421-3463,http://www.228lib.daegu.kr,09:00~19:00,"매월 두번째, 네번째 월요일"
2050122011,대구광역시립달성도서관,대구광역시 달성군 현풍면 현풍동로 19길,26 (대구광역시립달성도서관),053-231-2163,053-615-7975,www.dsl.daegu.kr,"종합자료실 09:00-19:00(토,일요일은 17:00), 일반열람실 07:00-22:00","두 번째, 네 번째 월요일, 국정공휴일"
2050123001,인천광역시북구도서관,인천광역시 부평구 신트리로 21 (부평동),북구도서관,032-363-5000,032-363-5010,https://lib.ice.go.kr/bukgu,06:00~23:00,매주 월요일
2050123002,인천광역시중앙도서관,인천광역시 남동구 정각로 9 (구월동),(인천광역시중앙도서관),032-627-8400,032-627-8394,http://lib.ice.go.kr/jungang,06:00-22:00,"매주월요일, 관공서의 공휴일"
2050123003,인천광역시부평도서관,인천광역시 부평구 경원대로 1191 (십정동),1191 (부평도서관),032-510-7300,032-510-7349,https://lib.ice.go.kr/bupyeong/,6:00,"매주 목요일, 일요일을 제외한 관공서 공휴일, 도서관 사정상 휴관이 필요한 경우"
2050123004,인천광역시주안도서관,인천광역시 남구 구월남로,27 (주안도서관),032-450-9100,032-437-5309,https://lib.ice.go.kr/juan,"일반열람실 06:00~23:00, 일반자료실 09:00~22:00",매주 목요일
2050123005,인천광역시화도진도서관,인천광역시 동구 화도진로 122 (화수동),화도진도서관,032-760-4121,032-761-0634,https://lib.ice.go.kr/hwadojin,06:00 ~ 22:00,"매주 수요일, 관공서 공휴일"
2050123006,인천광역시서구도서관,인천광역시 서구 건지로334번길 45 (가좌동),45 (인천광역시서구도서관),032-585-7100,032-578-0863,https://lib.ice.go.kr/seogu,06:00~22:00,매주 금요일 및 관공서 공휴일
2050123007,계양도서관,인천광역시 계양구 계양산로134번길 18 (계산동 907-4),18,032-540-4400,032-540-4459,https://lib.ice.go.kr/gyeyang,오전6시,매주화요일(정기휴관일)
2050123008,인천광역시연수도서관,인천광역시 연수구 함박뫼로152번길 96 (연수동),96(인천광역시연수도서관),032-899-7500,032-899-7544,https://lib.ice.go.kr/yeonsu,06:00 ~ 22:00,매주 수요일
2050124001,광주중앙도서관,광주광역시 동구 장동로,23-16 (광주중앙도서관),062-607-1300,062-223-1366,http://lib.gen.go.kr/jungang,07:00-22:00,"둘째, 넷째 월요일,개관기념일, 설 추석 당일"
2050124002,광주학생독립운동기념회관,광주광역시 서구 학생독립로,30 (광주학생독립운동기념회관),062-221-5500,062-221-5555,http://lib.gen.go.kr/student,07:00 ~ 22:00,"첫째,셋째 월요일, 법정공휴일, 개관기념일"
2050124003,금호평생교육관,광주광역시 남구 중앙로 15 (월산동),15,062-360-6600,062-360-6637,http://lib.gen.go.kr/geumho/,07:00~22:00,"첫째,셋째 월요일, 설추석 명절 당일, 개관기념일(4월 2일)"
2050124004,광주학생교육문화회관,광주광역시 서구 상무민주로 61 (쌍촌동),61 (광주학생교육문화회관),062-380-8800,062-380-8879,http://lib.gen.go.kr/gecs/,,"매월 둘째, 넷째 월요일/일요일을 제외한 관공서의 공휴일(일요일과 관공서 공휴일이 겹치면 휴관), 개관기념일(9월3일)"
2050124005,광주송정도서관,광주광역시 광산구 송정공원로 8-13 (소촌동),송정도서관,062-940-8900,062-944-9412,http://lib.gen.go.kr/songjung,"자료실 9:00-18:00, 열람실 07:00-22:00(공휴일 9:00-18:00)","매월 둘째·넷째주 월요일, 설·추석 명절 당일, 개관기념일(4/10)"
2050124006,광주중앙도서관 분관 석봉도서관,광주광역시 북구,설죽로 315번길 8,062-576-8104,062-576-8110,http://lib.gen.go.kr/seokbong/,07:00~22:00,"매월 둘째, 넷째주 월요일,개관기념일,법정공휴일"
2050125001,대전학생교육문화원,대전광역시 중구 동서대로,1360 (목동 126번지) 대전학생교육문화원,042-229-1435,042-229-1480,http://dsecc.djsch.kr,오전 7시(동절기 오전 8시),매주 화요일 및 관공서의 공휴일
2050125002,대전학생교육문화원 부설 산성도서관,대전 중구,산서로 62번길 53 (사정동),042-220-0700,042-220-0799,http://sslib.djsch.kr/,"일반열람실 - 08:00~22:00, 어린이/유아/종합/디지털자료실 - 09:00~18:00","매주 화, 일요일을 제외한 관공서 공휴일(공휴일과 일요일이 겹치면 휴관)"
2050131001,울산중부도서관,울산광역시 중구 시계탑거리 38 2~3층,지상 2~3층 울산중부도서관,052-210-6504,052-210-6512,http://www.usjl.or.kr,"1.  자료실 : 화~토요일 09:00~18:00, 일요일 09:00~17:00, 단, 종합자료실 수요일 09:00~20:00            2.자유열람실 : 월~일요일 07:00~23:00, 매월 마지막 월요일은 휴관","1. 자료실 : 일요일을 제외한 국가지정 공휴일, 일요일과 국가지정 공휴일이 중복될 경우 휴관 2. 자유열람실 : 일요일을 제외한 국가지정 공휴일, 매월 마지막주 월요일은 휴관"
2050131002,울산남부도서관,울산광역시 남구 거마로13번길 6 (옥동),거마로 13번길 6,052-259-7570,052-259-7579,http://www.usnl.or.kr,,
2050131003,울산동부도서관,울산광역시 동구 봉수로 505 (서부동),505 (울산동부도서관),052-241-2300,052-209-1300,http://www.usdl.or.kr,07:00-22:00,"매주월요일, 국정공휴일"
2050131004,울주도서관,울산광역시 울주군 언양읍 언양로 109,울주도서관,052-255-8170,052-255-8159,http://www.usul.or.kr,07:00~22:00,"국가지정공휴일, 월요일 (단, 자유열람실은 매월 마지막 월요일 및 국정공휴일 휴관)"
2050141001,경기중앙교육도서관,경기도 수원시 장안구 조원로 18 (조원동),18(조원동 495),031-240-4083,031-245-3681,http://www.gglib.or.kr,"평일(자료실 09:00~22:00, 열람실 07:00~23:00), 주말(자료실 09:00~17:00, 열람실 07:00~22:00)",매주 월요일(열람실은 매월 첫째 월요일) 및 일요일을 제외한 관공서의 공휴일
2050141002,경기평택교육도서관,경기도 평택시 서정북로 125번길 103 (서정동 770번지),서정북로 125번길 103 (서정동 770번지),031-665-4208,031-667-6548,http://www.ptlib.or.kr,7:00,매주 월요일 및 법정 공휴일
2050141003,경기김포교육도서관,경기도 김포시 봉화로 68 (사우동),68 (경기도립김포도서관),031-985-3536,031-983-3536,http://www.gimpolib.or.kr,"07:00~22:00(평일), 07:00~21:00(주말)","매주 월요일, 일요일을 제외한 관공서의 공휴일"
2050141004,경기포천교육도서관,경기도 포천시 신읍동,33(중앙로 92-6),031-531-8751,031-531-8754,http://www.pclib.or.kr,"평일  종합자료실 09:00-19:00, 어린이실 및 디지털자료실 09:00~18:00, 열람실 07:00~22:00 / 토일  각 자료실 09:00-17:00, 열람실 07:00~21:00","매주월요일, 일요일을 제외한 관공서의 공휴일"
2050141005,경기광주교육도서관,경기도 광주시 경안안길58번길 3 (경안동),경기도 광주시 경안동 47-1 경기광주교육도서관,031-768-6921,031-768-6925,http://www.gjlib.or.kr,07:00~22:00,"매주 월요일, 일요일을 제외한 관공서의 공휴일, 관장이 필요하다고 인정하는 경우"
2050141006,경기여주가남교육도서관,경기도 여주시 가남읍 태평2길 28-7,경기여주가남교육도서관,031-882-1066,031-886-2611,http://www.gnlib.or.kr,09:00~20:00,"매주 월요일, 국경일"
2050141007,경기성남교육도서관,경기도 성남시 수정구 공원로370번길 26 (신흥동),26 (경기성남교육도서관),031-730-3500,031-734-4395,http://www.snlib.or.kr,06:00 ~ 22:00,"매주 월요일, 국가공휴일"
2050141008,경기과천교육도서관,경기도 과천시 도서관길 36 (별양동),36 (경기도립도서관),02-3677-0371,02-504-7532,http://www.kwalib.kr,06:00~22:00,"매주 월요일, 일요일을 제외한 관공서의 공휴일"
2050141009,경기화성교육도서관,경기도 화성시 향남읍 발안로 85-10,경기도 화성시 향남읍 도이리 203-12 경기화성교육도서관,031-369-5700,031-366-2936,http://hslib.or.kr/,07:00~22:00,"매주 월요일, 국경일"
2050141010,경기의정부교육도서관,경기도 의정부시 체육로 265-25 (녹양동),70-1 번지 (경기도 의정부시 체육로 265-25),031-836-9582,031-836-9509,http://www.ujblib.or.kr,"주말: 9시~17시, 평일: 종합자료실-9시~20시, 어린이자료실-9시~18시","매주 월요일, 법정 공휴일"
2050141011,경기평생교육학습관,경기도 수원시 권선구 권중로 55 (권선동),경기평생교육학습관,031-259-1028,031-259-1039,http://www.gglec.go.kr/,"평일 07:00~22:00, 토.일요일 07:00~22:00","매주 월요일, 법정 공휴일"
2050142001,춘천교육문화관,강원도 춘천시 중앙로107번길,14 춘천교육문화관,033-258-2500,033-251-8387,http://lib.gwe.go.kr/kleic,08:00-23:00,"매주 월요일, 공휴일"
2050142002,원주교육문화관,강원 원주시 단계동,168(북원로 2312),033-737-1001,033-737-1099,http://lib.gwe.go.kr/wonjulib,,
2050142003,강릉교육문화관,강원도 강릉시 노암등길 37-1 (노암동),37-1 강릉교육문화관,033-640-9942,033-640-9905,http://lib.gwe.go.kr/kanglib,"종합자료실(화~금 : 09:00~22:00, 토~일요일 : 09:00~18:00), 열람실(08:00~23:00)","월요일, 법정공휴일(단, 일요일이 공휴일과 겹칠 때에는 휴관)"
2050142004,속초교육문화관,강원도 속초시 번영로,82,033-630-0216,033-635-9028,http://www.library.or.kr,"종합자료실:09:00~22:00(화~금),09:00~18:00(토,일)/어린이자료실:09:00~18:00/디지털자료실:09:00~18:00/학습실:08:00~23:00",정기:매주월요일/법정:일요일제외법정공휴일/임시:관장이특별히지정하여공고하는날
2050142005,삼척교육문화관,강원도 삼척시 진주로 48-41 (당저동),삼척교육문화관,033-570-5503,033-570-5501,http://lib.gwe.go.kr/samleic,"종합자료실09:00~22:00/어린이,디지털자료실09:00~18:00/열람실08:00~23:00","매주 월요일, 국공휴일"
2050142006,춘성교육도서관,강원 춘천시 신북읍 율문리,신샘밭로 359-32 번지 춘성교육도서관,033-242-6636,033-243-6637,https://lms.lib.gwe.go.kr,08:00~23:00,"ㆍ정기휴관일 : 매주 월요일, 법정공휴일 (관공서 공휴일)"
2050142007,문막교육도서관,강원도 원주시 문막읍 문막시장1길 76-6,문막시장 1길 76-6,033-735-3682,033-735-3681,http://lib.gwe.go.kr/munmaklib,"평일09:00-19:00,주말09:00-18:00","매주월요일,관공서의 공휴일"
2050142008,명주교육도서관,강원도 강릉시 해안3길,11 (명주교육도서관),033-662-8559,033-662-6585,http://lib.gwe.go.kr/mjlib,09:00~23:00,"매주 월요일, 국가공휴일"
