위도,경도,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연도,관리기관전화번호,관리부서,기준일자
35.81672222,128.5461028,대구광역시 달서구청,대구광역시 달서구 상인로26안길 28,대구광역시 달서구 상인1동 1536-1,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.81714167,128.5371361,대구광역시 달서구청,대구광역시 달서구 월배로46길 30,대구광역시 달서구 상인2동 246-17,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85937222,128.5711778,대구광역시 달서구청,대구광역시 달서구 두류길 61,대구광역시 달서구 두류동 1212-12,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84161944,128.5501,대구광역시 달서구청,대구광역시 달서구 야외음악당로11길 49,대구광역시 달서구 성당동 568-8,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8425333,128.5509216,대구광역시 달서구청,대구광역시 달서구 장기로17길 19,대구광역시 달서구 성당동 554-2,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.83757778,128.5301917,대구광역시 달서구청,대구광역시 달서구 본리서3길 49,대구광역시 달서구 본리동 1216-7,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8597979,128.5241725,대구광역시 달서구청,대구광역시 달서구 선원로59길 17,대구광역시 달서구 용산동 592-10,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.85036944,128.5238583,대구광역시 달서구청,대구광역시 달서구 달구벌대로 1429-12,대구광역시 달서구 장기동 47,생활안전,1,200,고정,30,2016,053-667-3900,디지털정보과,2025-05-27
35.84187778,128.5292917,대구광역시 달서구청,대구광역시 달서구 대명천로 284,대구광역시 달서구 장기동 826-7,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.85712778,128.4992389,대구광역시 달서구청,대구광역시 달서구 선원로14길 43,대구광역시 달서구 신당동 1763-21,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.85180278,128.4833389,대구광역시 달서구청,대구광역시 달서구 호산동로35북길 60,대구광역시 달서구 호산동 352-9,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.85077,128.488404,대구광역시 달서구청,대구광역시 달서구 호산동로36길 45,대구광역시 달서구 호산동 357-46,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.844825,128.5382694,대구광역시 달서구청,대구광역시 달서구 와룡로28길 19,대구광역시 달서구 감삼동 286-23,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.844769,128.5400526,대구광역시 달서구청,대구광역시 달서구 와룡로28길 52,대구광역시 달서구 감삼동 315-9,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.84043333,128.533925,대구광역시 달서구청,대구광역시 달서구 구마로11길 61,대구광역시 달서구 본리동 430-1,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.8392246,128.5333645,대구광역시 달서구청,대구광역시 달서구 대명천로51길 59,대구광역시 달서구 본리동 648-5,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.842506,128.5360758,대구광역시 달서구청,대구광역시 달서구 대명천로 224,대구광역시 달서구 장기동 548-14,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.85441944,128.5349611,대구광역시 달서구청,대구광역시 달서구 와룡로49길 31,대구광역시 달서구 죽전동 69,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.81311667,128.5407806,대구광역시 달서구청,대구광역시 달서구 월곡로43길 34,대구광역시 달서구 상인동 540-10,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.81051667,128.5477472,대구광역시 달서구청,대구광역시 달서구 상인로9안길 10,대구광역시 달서구 상인동 1570-4,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.81063611,128.5492806,대구광역시 달서구청,대구광역시 달서구 월곡로26안길 52,대구광역시 달서구 상인3동 1578,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8499714,128.5099513,대구광역시 달서구청,대구광역시 달서구 달구벌대로 264안길 30,대구광역시 달서구 이곡동 805,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.83395556,128.5299694,대구광역시 달서구청,대구광역시 달서구 학산로7안길 2,대구광역시 달서구 본동 614-15,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82273056,128.5497694,대구광역시 달서구청,대구광역시 달서구 앞산순환로39길 50,대구광역시 달서구 송현동 1955-2,생활안전,1,200,고정,30,2022,053-667-3900,디지털정보과,2025-05-27
35.82475556,128.5506444,대구광역시 달서구청,대구광역시 달서구 송현로8길 74,대구광역시 달서구 송현1동 1962-1,생활안전,1,200,회전,30,2017,053-667-3900,디지털정보과,2025-05-27
35.82488611,128.533225,대구광역시 달서구청,대구광역시 달서구 월성동 500-2,대구광역시 달서구 월성동 500-2,생활안전,1,200,고정,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82027222,128.5219583,대구광역시 달서구청,대구광역시 달서구 조암남로20길 17,대구광역시 달서구 대천동 526-6,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.81322222,128.5252806,대구광역시 달서구청,대구광역시 달서구 진천로 46 ,대구광역시 달서구 진천동 503,어린이보호,1,200,고정,30,2020,053-667-3900,디지털정보과,2025-05-27
35.81092222,128.5268028,대구광역시 달서구청,대구광역시 달서구 진천로4길 14,대구광역시 달서구 진천동 253-32,어린이보호,1,200,회전,30,2018,053-667-3900,디지털정보과,2025-05-27
35.816525,128.527425,대구광역시 달서구청,대구광역시 달서구 진천로16길 72,대구광역시 달서구 진천동 79-10,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.85669444,128.5568556,대구광역시 달서구청,대구광역시 달서구 달구벌대로 1744-12,대구광역시 달서구 두류동 471-9,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.85240833,128.5696889,대구광역시 달서구청,대구광역시 달서구 성당로33길 98,대구광역시 달서구 성당동 60-1,생활안전,1,200,고정,30,2016,053-667-3900,디지털정보과,2025-05-27
35.84771111,128.5151361,대구광역시 달서구청,대구광역시 달서구 성서동로61길 5,대구광역시 달서구 장기동 180-61,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.8493474,128.5193146,대구광역시 달서구청,대구광역시 달서구 문화회관1길 32,대구광역시 달서구 장기동 124-3,생활안전,1,200,고정,30,2022,053-667-3900,디지털정보과,2025-05-27
35.86008056,128.4951833,대구광역시 달서구청,대구광역시 달서구 선원로5길 14,대구광역시 달서구 신당동 1663,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.85312778,128.50205,대구광역시 달서구청,대구광역시 달서구 달구벌대로243길 40,대구광역시 달서구 이곡동 1210-3,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.84860833,128.5383361,대구광역시 달서구청,대구광역시 달서구 감삼1길 32,대구광역시 달서구 감삼동 169-17,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.8431994,128.5301879,대구광역시 달서구청,대구광역시 달서구 장기로57동길 12,대구광역시 달서구 장기동 819-12,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.81015556,128.5401806,대구광역시 달서구청,대구광역시 달서구 상화로51안길 31-12,대구광역시 달서구 상인2동 1332-35,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.81645,128.5490583,대구광역시 달서구청,대구광역시 달서구 상인로18길 53,대구광역시 달서구 상인1동 1542-10,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.83160556,128.5511667,대구광역시 달서구청,대구광역시 달서구 월배로83길 13,대구광역시 달서구 송현2동 184-53,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.8280843,128.545977,대구광역시 달서구청,대구광역시 달서구 송현로16길 93,대구광역시 달서구 송현2동 1907-4,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.80987222,128.5274028,대구광역시 달서구청,대구광역시 달서구 진천로10길 98,대구광역시 달서구 진천동 288-1,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.83152222,128.5264917,대구광역시 달서구청,대구광역시 달서구 월성로 74-1,대구광역시 달서구 월성동 84-4,생활안전,1,200,고정,30,2016,053-667-3900,디지털정보과,2025-05-27
35.83478889,128.5546556,대구광역시 달서구청,대구광역시 달서구 월배로93길 15,대구광역시 달서구 송현동 136-5,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.82682778,128.5489806,대구광역시 달서구청,대구광역시 달서구 월배로68안길 43-16,대구광역시 달서구 송현1동 798-42,생활안전,1,200,회전,30,2023,053-667-3900,디지털정보과,2025-05-27
35.83593611,128.5320389,대구광역시 달서구청,대구광역시 달서구 구마로10길 22,대구광역시 달서구 본동 700-12,생활안전,1,200,회전,30,2015,053-667-3900,디지털정보과,2025-05-27
35.81642778,128.5478806,대구광역시 달서구청,대구광역시 달서구 상인서로10길 40,대구광역시 달서구 상인동 1541-7,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.8070103,128.5452353,대구광역시 달서구청,대구광역시 달서구 미리샘길 55,대구광역시 달서구 도원동 1450-10,생활안전,1,200,회전,30,2016,053-667-3900,디지털정보과,2025-05-27
35.80992222,128.5278028,대구광역시 달서구청,대구광역시 달서구 상화북로 7 ,대구광역시 달서구 진천동 289-7,어린이보호,1,200,고정,30,2021,053-667-3900,디지털정보과,2025-05-27
